subject,SOA,oddballtype,transition,direction,wordposition,CRP
66,1,E,to,Backwards,3,NaN
67,1,E,to,Backwards,3,0
68,1,E,to,Backwards,3,NaN
69,1,E,to,Backwards,3,NaN
70,1,E,to,Backwards,3,NaN
71,1,E,to,Backwards,3,NaN
72,1,E,to,Backwards,3,NaN
73,1,E,to,Backwards,3,NaN
74,1,E,to,Backwards,3,0
75,1,E,to,Backwards,3,NaN
4,2,E,to,Backwards,3,0
5,2,E,to,Backwards,3,0
6,2,E,to,Backwards,3,0
7,2,E,to,Backwards,3,1
9,2,E,to,Backwards,3,NaN
10,2,E,to,Backwards,3,1
11,2,E,to,Backwards,3,0
12,2,E,to,Backwards,3,0
14,2,E,to,Backwards,3,NaN
15,2,E,to,Backwards,3,NaN
16,2,E,to,Backwards,3,NaN
17,2,E,to,Backwards,3,NaN
18,2,E,to,Backwards,3,NaN
19,2,E,to,Backwards,3,1
20,2,E,to,Backwards,3,NaN
21,2,E,to,Backwards,3,0
22,2,E,to,Backwards,3,0
23,2,E,to,Backwards,3,NaN
24,2,E,to,Backwards,3,0
25,2,E,to,Backwards,3,0
26,2,E,to,Backwards,3,1
27,2,E,to,Backwards,3,NaN
28,2,E,to,Backwards,3,NaN
29,2,E,to,Backwards,3,NaN
30,2,E,to,Backwards,3,NaN
31,2,E,to,Backwards,3,NaN
32,2,E,to,Backwards,3,0
33,2,E,to,Backwards,3,NaN
34,2,E,to,Backwards,3,NaN
35,2,E,to,Backwards,3,NaN
36,2,E,to,Backwards,3,0
37,2,E,to,Backwards,3,0
38,2,E,to,Backwards,3,NaN
39,2,E,to,Backwards,3,NaN
40,2,E,to,Backwards,3,NaN
41,2,E,to,Backwards,3,0
42,2,E,to,Backwards,3,0
43,2,E,to,Backwards,3,0.5
44,2,E,to,Backwards,3,NaN
45,2,E,to,Backwards,3,0
46,2,E,to,Backwards,3,0
47,2,E,to,Backwards,3,NaN
48,2,E,to,Backwards,3,1
49,2,E,to,Backwards,3,0
50,2,E,to,Backwards,3,0
51,2,E,to,Backwards,3,NaN
52,2,E,to,Backwards,3,NaN
53,2,E,to,Backwards,3,NaN
54,2,E,to,Backwards,3,NaN
55,2,E,to,Backwards,3,NaN
56,2,E,to,Backwards,3,NaN
57,2,E,to,Backwards,3,NaN
58,2,E,to,Backwards,3,NaN
59,2,E,to,Backwards,3,NaN
60,2,E,to,Backwards,3,NaN
61,2,E,to,Backwards,3,NaN
62,2,E,to,Backwards,3,NaN
63,2,E,to,Backwards,3,NaN
64,2,E,to,Backwards,3,NaN
65,2,E,to,Backwards,3,NaN
66,2,E,to,Backwards,3,NaN
67,2,E,to,Backwards,3,0
68,2,E,to,Backwards,3,0
69,2,E,to,Backwards,3,0
70,2,E,to,Backwards,3,NaN
71,2,E,to,Backwards,3,NaN
72,2,E,to,Backwards,3,1
73,2,E,to,Backwards,3,NaN
74,2,E,to,Backwards,3,NaN
75,2,E,to,Backwards,3,0
4,3,E,to,Backwards,3,NaN
5,3,E,to,Backwards,3,0
6,3,E,to,Backwards,3,NaN
7,3,E,to,Backwards,3,NaN
9,3,E,to,Backwards,3,0
10,3,E,to,Backwards,3,1
11,3,E,to,Backwards,3,0
12,3,E,to,Backwards,3,NaN
14,3,E,to,Backwards,3,NaN
15,3,E,to,Backwards,3,1
16,3,E,to,Backwards,3,NaN
17,3,E,to,Backwards,3,NaN
18,3,E,to,Backwards,3,NaN
19,3,E,to,Backwards,3,0
20,3,E,to,Backwards,3,NaN
21,3,E,to,Backwards,3,NaN
22,3,E,to,Backwards,3,NaN
23,3,E,to,Backwards,3,0
24,3,E,to,Backwards,3,NaN
25,3,E,to,Backwards,3,NaN
26,3,E,to,Backwards,3,NaN
27,3,E,to,Backwards,3,NaN
28,3,E,to,Backwards,3,NaN
29,3,E,to,Backwards,3,0
30,3,E,to,Backwards,3,0
31,3,E,to,Backwards,3,NaN
32,3,E,to,Backwards,3,NaN
33,3,E,to,Backwards,3,NaN
34,3,E,to,Backwards,3,0
35,3,E,to,Backwards,3,0
36,3,E,to,Backwards,3,NaN
37,3,E,to,Backwards,3,NaN
38,3,E,to,Backwards,3,1
39,3,E,to,Backwards,3,0
40,3,E,to,Backwards,3,1
41,3,E,to,Backwards,3,NaN
42,3,E,to,Backwards,3,NaN
43,3,E,to,Backwards,3,NaN
44,3,E,to,Backwards,3,NaN
45,3,E,to,Backwards,3,0.5
46,3,E,to,Backwards,3,0
47,3,E,to,Backwards,3,NaN
48,3,E,to,Backwards,3,NaN
49,3,E,to,Backwards,3,NaN
50,3,E,to,Backwards,3,NaN
51,3,E,to,Backwards,3,NaN
52,3,E,to,Backwards,3,NaN
53,3,E,to,Backwards,3,0
54,3,E,to,Backwards,3,NaN
55,3,E,to,Backwards,3,NaN
56,3,E,to,Backwards,3,NaN
57,3,E,to,Backwards,3,0
58,3,E,to,Backwards,3,0
59,3,E,to,Backwards,3,NaN
60,3,E,to,Backwards,3,0
61,3,E,to,Backwards,3,NaN
62,3,E,to,Backwards,3,NaN
63,3,E,to,Backwards,3,NaN
64,3,E,to,Backwards,3,NaN
65,3,E,to,Backwards,3,1
66,3,E,to,Backwards,3,0
67,3,E,to,Backwards,3,NaN
68,3,E,to,Backwards,3,0
69,3,E,to,Backwards,3,NaN
70,3,E,to,Backwards,3,0
71,3,E,to,Backwards,3,NaN
72,3,E,to,Backwards,3,0
73,3,E,to,Backwards,3,NaN
74,3,E,to,Backwards,3,NaN
75,3,E,to,Backwards,3,NaN
4,4,E,to,Backwards,3,0
5,4,E,to,Backwards,3,0
6,4,E,to,Backwards,3,NaN
7,4,E,to,Backwards,3,1
9,4,E,to,Backwards,3,0.666666666666667
10,4,E,to,Backwards,3,0
11,4,E,to,Backwards,3,NaN
12,4,E,to,Backwards,3,0
14,4,E,to,Backwards,3,1
15,4,E,to,Backwards,3,1
16,4,E,to,Backwards,3,NaN
17,4,E,to,Backwards,3,NaN
18,4,E,to,Backwards,3,NaN
19,4,E,to,Backwards,3,0
20,4,E,to,Backwards,3,NaN
21,4,E,to,Backwards,3,0
22,4,E,to,Backwards,3,NaN
23,4,E,to,Backwards,3,NaN
24,4,E,to,Backwards,3,NaN
25,4,E,to,Backwards,3,NaN
26,4,E,to,Backwards,3,NaN
27,4,E,to,Backwards,3,NaN
28,4,E,to,Backwards,3,0
29,4,E,to,Backwards,3,NaN
30,4,E,to,Backwards,3,NaN
31,4,E,to,Backwards,3,0
32,4,E,to,Backwards,3,0
33,4,E,to,Backwards,3,NaN
34,4,E,to,Backwards,3,NaN
35,4,E,to,Backwards,3,0
36,4,E,to,Backwards,3,0
37,4,E,to,Backwards,3,0
38,4,E,to,Backwards,3,NaN
39,4,E,to,Backwards,3,0
40,4,E,to,Backwards,3,0
41,4,E,to,Backwards,3,NaN
42,4,E,to,Backwards,3,0
43,4,E,to,Backwards,3,NaN
44,4,E,to,Backwards,3,NaN
45,4,E,to,Backwards,3,0.5
46,4,E,to,Backwards,3,NaN
47,4,E,to,Backwards,3,NaN
48,4,E,to,Backwards,3,NaN
49,4,E,to,Backwards,3,1
50,4,E,to,Backwards,3,0.5
51,4,E,to,Backwards,3,0.5
52,4,E,to,Backwards,3,0.5
53,4,E,to,Backwards,3,NaN
54,4,E,to,Backwards,3,NaN
55,4,E,to,Backwards,3,NaN
56,4,E,to,Backwards,3,0
57,4,E,to,Backwards,3,NaN
58,4,E,to,Backwards,3,NaN
59,4,E,to,Backwards,3,0
60,4,E,to,Backwards,3,1
61,4,E,to,Backwards,3,NaN
62,4,E,to,Backwards,3,NaN
63,4,E,to,Backwards,3,0
64,4,E,to,Backwards,3,1
65,4,E,to,Backwards,3,1
66,4,E,to,Backwards,3,0
67,4,E,to,Backwards,3,0.5
68,4,E,to,Backwards,3,0
69,4,E,to,Backwards,3,NaN
70,4,E,to,Backwards,3,NaN
71,4,E,to,Backwards,3,NaN
72,4,E,to,Backwards,3,NaN
73,4,E,to,Backwards,3,0
74,4,E,to,Backwards,3,0
75,4,E,to,Backwards,3,0
4,6,E,to,Backwards,3,NaN
5,6,E,to,Backwards,3,NaN
6,6,E,to,Backwards,3,1
7,6,E,to,Backwards,3,NaN
9,6,E,to,Backwards,3,1
10,6,E,to,Backwards,3,0
11,6,E,to,Backwards,3,0
12,6,E,to,Backwards,3,1
14,6,E,to,Backwards,3,0
15,6,E,to,Backwards,3,NaN
16,6,E,to,Backwards,3,NaN
17,6,E,to,Backwards,3,NaN
18,6,E,to,Backwards,3,0
19,6,E,to,Backwards,3,NaN
20,6,E,to,Backwards,3,NaN
21,6,E,to,Backwards,3,NaN
22,6,E,to,Backwards,3,NaN
23,6,E,to,Backwards,3,0
24,6,E,to,Backwards,3,NaN
25,6,E,to,Backwards,3,NaN
26,6,E,to,Backwards,3,1
27,6,E,to,Backwards,3,0
28,6,E,to,Backwards,3,NaN
29,6,E,to,Backwards,3,1
30,6,E,to,Backwards,3,1
31,6,E,to,Backwards,3,0
32,6,E,to,Backwards,3,1
33,6,E,to,Backwards,3,NaN
34,6,E,to,Backwards,3,0
35,6,E,to,Backwards,3,0.5
36,6,E,to,Backwards,3,0
37,6,E,to,Backwards,3,NaN
38,6,E,to,Backwards,3,0
39,6,E,to,Backwards,3,NaN
40,6,E,to,Backwards,3,NaN
41,6,E,to,Backwards,3,NaN
42,6,E,to,Backwards,3,0
43,6,E,to,Backwards,3,NaN
44,6,E,to,Backwards,3,NaN
45,6,E,to,Backwards,3,NaN
46,6,E,to,Backwards,3,0
47,6,E,to,Backwards,3,1
48,6,E,to,Backwards,3,NaN
49,6,E,to,Backwards,3,0
50,6,E,to,Backwards,3,1
51,6,E,to,Backwards,3,0.333333333333333
52,6,E,to,Backwards,3,0
53,6,E,to,Backwards,3,NaN
54,6,E,to,Backwards,3,NaN
55,6,E,to,Backwards,3,NaN
56,6,E,to,Backwards,3,1
57,6,E,to,Backwards,3,NaN
58,6,E,to,Backwards,3,NaN
59,6,E,to,Backwards,3,NaN
60,6,E,to,Backwards,3,NaN
61,6,E,to,Backwards,3,0
62,6,E,to,Backwards,3,0
63,6,E,to,Backwards,3,0
64,6,E,to,Backwards,3,0
65,6,E,to,Backwards,3,0
66,6,E,to,Backwards,3,1
67,6,E,to,Backwards,3,1
68,6,E,to,Backwards,3,0
69,6,E,to,Backwards,3,1
70,6,E,to,Backwards,3,NaN
71,6,E,to,Backwards,3,NaN
72,6,E,to,Backwards,3,0
73,6,E,to,Backwards,3,NaN
74,6,E,to,Backwards,3,NaN
75,6,E,to,Backwards,3,NaN
4,1,E,to,Backwards,2,NaN
5,1,E,to,Backwards,2,NaN
6,1,E,to,Backwards,2,NaN
7,1,E,to,Backwards,2,1
9,1,E,to,Backwards,2,0
10,1,E,to,Backwards,2,0
11,1,E,to,Backwards,2,NaN
12,1,E,to,Backwards,2,1
14,1,E,to,Backwards,2,NaN
15,1,E,to,Backwards,2,0.333333333333333
16,1,E,to,Backwards,2,NaN
17,1,E,to,Backwards,2,NaN
18,1,E,to,Backwards,2,NaN
19,1,E,to,Backwards,2,NaN
20,1,E,to,Backwards,2,NaN
21,1,E,to,Backwards,2,NaN
22,1,E,to,Backwards,2,0
23,1,E,to,Backwards,2,NaN
24,1,E,to,Backwards,2,0
25,1,E,to,Backwards,2,NaN
26,1,E,to,Backwards,2,NaN
27,1,E,to,Backwards,2,0
28,1,E,to,Backwards,2,NaN
29,1,E,to,Backwards,2,1
30,1,E,to,Backwards,2,0
31,1,E,to,Backwards,2,0
32,1,E,to,Backwards,2,NaN
33,1,E,to,Backwards,2,NaN
34,1,E,to,Backwards,2,NaN
35,1,E,to,Backwards,2,NaN
36,1,E,to,Backwards,2,NaN
37,1,E,to,Backwards,2,NaN
38,1,E,to,Backwards,2,NaN
39,1,E,to,Backwards,2,NaN
40,1,E,to,Backwards,2,NaN
41,1,E,to,Backwards,2,NaN
42,1,E,to,Backwards,2,NaN
43,1,E,to,Backwards,2,NaN
44,1,E,to,Backwards,2,NaN
45,1,E,to,Backwards,2,NaN
46,1,E,to,Backwards,2,NaN
47,1,E,to,Backwards,2,NaN
48,1,E,to,Backwards,2,NaN
49,1,E,to,Backwards,2,NaN
50,1,E,to,Backwards,2,0
51,1,E,to,Backwards,2,NaN
52,1,E,to,Backwards,2,NaN
53,1,E,to,Backwards,2,NaN
54,1,E,to,Backwards,2,NaN
55,1,E,to,Backwards,2,NaN
56,1,E,to,Backwards,2,NaN
57,1,E,to,Backwards,2,1
58,1,E,to,Backwards,2,NaN
59,1,E,to,Backwards,2,NaN
60,1,E,to,Backwards,2,NaN
61,1,E,to,Backwards,2,NaN
62,1,E,to,Backwards,2,NaN
63,1,E,to,Backwards,2,NaN
64,1,E,to,Backwards,2,1
65,1,E,to,Backwards,2,NaN
66,1,E,to,Backwards,2,NaN
67,1,E,to,Backwards,2,NaN
68,1,E,to,Backwards,2,0
69,1,E,to,Backwards,2,NaN
70,1,E,to,Backwards,2,NaN
71,1,E,to,Backwards,2,0
72,1,E,to,Backwards,2,NaN
73,1,E,to,Backwards,2,NaN
74,1,E,to,Backwards,2,NaN
75,1,E,to,Backwards,2,NaN
4,2,E,to,Backwards,2,0
5,2,E,to,Backwards,2,0
6,2,E,to,Backwards,2,NaN
7,2,E,to,Backwards,2,NaN
9,2,E,to,Backwards,2,NaN
10,2,E,to,Backwards,2,1
11,2,E,to,Backwards,2,0
12,2,E,to,Backwards,2,1
14,2,E,to,Backwards,2,NaN
15,2,E,to,Backwards,2,0
16,2,E,to,Backwards,2,1
17,2,E,to,Backwards,2,NaN
18,2,E,to,Backwards,2,0.5
19,2,E,to,Backwards,2,0
20,2,E,to,Backwards,2,NaN
21,2,E,to,Backwards,2,NaN
22,2,E,to,Backwards,2,1
23,2,E,to,Backwards,2,0
24,2,E,to,Backwards,2,0
25,2,E,to,Backwards,2,NaN
26,2,E,to,Backwards,2,NaN
27,2,E,to,Backwards,2,0
28,2,E,to,Backwards,2,NaN
29,2,E,to,Backwards,2,NaN
30,2,E,to,Backwards,2,NaN
31,2,E,to,Backwards,2,NaN
32,2,E,to,Backwards,2,0
33,2,E,to,Backwards,2,NaN
34,2,E,to,Backwards,2,0
35,2,E,to,Backwards,2,1
36,2,E,to,Backwards,2,0
37,2,E,to,Backwards,2,NaN
38,2,E,to,Backwards,2,0
39,2,E,to,Backwards,2,0
40,2,E,to,Backwards,2,NaN
41,2,E,to,Backwards,2,0
42,2,E,to,Backwards,2,0.5
43,2,E,to,Backwards,2,1
44,2,E,to,Backwards,2,NaN
45,2,E,to,Backwards,2,0.5
46,2,E,to,Backwards,2,NaN
47,2,E,to,Backwards,2,0
48,2,E,to,Backwards,2,NaN
49,2,E,to,Backwards,2,0
50,2,E,to,Backwards,2,1
51,2,E,to,Backwards,2,0
52,2,E,to,Backwards,2,NaN
53,2,E,to,Backwards,2,1
54,2,E,to,Backwards,2,NaN
55,2,E,to,Backwards,2,0
56,2,E,to,Backwards,2,0
57,2,E,to,Backwards,2,NaN
58,2,E,to,Backwards,2,NaN
59,2,E,to,Backwards,2,0
60,2,E,to,Backwards,2,0
61,2,E,to,Backwards,2,NaN
62,2,E,to,Backwards,2,NaN
63,2,E,to,Backwards,2,NaN
64,2,E,to,Backwards,2,NaN
65,2,E,to,Backwards,2,NaN
66,2,E,to,Backwards,2,0
67,2,E,to,Backwards,2,0
68,2,E,to,Backwards,2,NaN
69,2,E,to,Backwards,2,0
70,2,E,to,Backwards,2,NaN
71,2,E,to,Backwards,2,NaN
72,2,E,to,Backwards,2,NaN
73,2,E,to,Backwards,2,NaN
74,2,E,to,Backwards,2,NaN
75,2,E,to,Backwards,2,NaN
4,3,E,to,Backwards,2,NaN
5,3,E,to,Backwards,2,0
6,3,E,to,Backwards,2,NaN
7,3,E,to,Backwards,2,1
9,3,E,to,Backwards,2,NaN
10,3,E,to,Backwards,2,0
11,3,E,to,Backwards,2,0
12,3,E,to,Backwards,2,NaN
14,3,E,to,Backwards,2,NaN
15,3,E,to,Backwards,2,0
16,3,E,to,Backwards,2,0
17,3,E,to,Backwards,2,NaN
18,3,E,to,Backwards,2,1
19,3,E,to,Backwards,2,NaN
20,3,E,to,Backwards,2,0
21,3,E,to,Backwards,2,0
22,3,E,to,Backwards,2,0
23,3,E,to,Backwards,2,0
24,3,E,to,Backwards,2,0
25,3,E,to,Backwards,2,0
26,3,E,to,Backwards,2,NaN
27,3,E,to,Backwards,2,1
28,3,E,to,Backwards,2,0
29,3,E,to,Backwards,2,NaN
30,3,E,to,Backwards,2,1
31,3,E,to,Backwards,2,0
32,3,E,to,Backwards,2,0
33,3,E,to,Backwards,2,0
34,3,E,to,Backwards,2,1
35,3,E,to,Backwards,2,0.5
36,3,E,to,Backwards,2,NaN
37,3,E,to,Backwards,2,0
38,3,E,to,Backwards,2,1
39,3,E,to,Backwards,2,NaN
40,3,E,to,Backwards,2,1
41,3,E,to,Backwards,2,NaN
42,3,E,to,Backwards,2,NaN
43,3,E,to,Backwards,2,0
44,3,E,to,Backwards,2,NaN
45,3,E,to,Backwards,2,0
46,3,E,to,Backwards,2,NaN
47,3,E,to,Backwards,2,1
48,3,E,to,Backwards,2,NaN
49,3,E,to,Backwards,2,1
50,3,E,to,Backwards,2,0
51,3,E,to,Backwards,2,NaN
52,3,E,to,Backwards,2,NaN
53,3,E,to,Backwards,2,1
54,3,E,to,Backwards,2,0
55,3,E,to,Backwards,2,NaN
56,3,E,to,Backwards,2,NaN
57,3,E,to,Backwards,2,NaN
58,3,E,to,Backwards,2,0.333333333333333
59,3,E,to,Backwards,2,NaN
60,3,E,to,Backwards,2,0
61,3,E,to,Backwards,2,NaN
62,3,E,to,Backwards,2,NaN
63,3,E,to,Backwards,2,0
64,3,E,to,Backwards,2,NaN
65,3,E,to,Backwards,2,0
66,3,E,to,Backwards,2,NaN
67,3,E,to,Backwards,2,NaN
68,3,E,to,Backwards,2,NaN
69,3,E,to,Backwards,2,0
70,3,E,to,Backwards,2,0
71,3,E,to,Backwards,2,0
72,3,E,to,Backwards,2,NaN
73,3,E,to,Backwards,2,0
74,3,E,to,Backwards,2,NaN
75,3,E,to,Backwards,2,NaN
4,4,E,to,Backwards,2,NaN
5,4,E,to,Backwards,2,0
6,4,E,to,Backwards,2,NaN
7,4,E,to,Backwards,2,NaN
9,4,E,to,Backwards,2,NaN
10,4,E,to,Backwards,2,0
11,4,E,to,Backwards,2,0
12,4,E,to,Backwards,2,0
14,4,E,to,Backwards,2,NaN
15,4,E,to,Backwards,2,NaN
16,4,E,to,Backwards,2,NaN
17,4,E,to,Backwards,2,NaN
18,4,E,to,Backwards,2,0.5
19,4,E,to,Backwards,2,1
20,4,E,to,Backwards,2,0
21,4,E,to,Backwards,2,0
22,4,E,to,Backwards,2,0.5
23,4,E,to,Backwards,2,1
24,4,E,to,Backwards,2,NaN
25,4,E,to,Backwards,2,0
26,4,E,to,Backwards,2,0
27,4,E,to,Backwards,2,NaN
28,4,E,to,Backwards,2,0
29,4,E,to,Backwards,2,0
30,4,E,to,Backwards,2,0
31,4,E,to,Backwards,2,NaN
32,4,E,to,Backwards,2,1
33,4,E,to,Backwards,2,NaN
34,4,E,to,Backwards,2,0
35,4,E,to,Backwards,2,0
36,4,E,to,Backwards,2,1
37,4,E,to,Backwards,2,0
38,4,E,to,Backwards,2,NaN
39,4,E,to,Backwards,2,0.333333333333333
40,4,E,to,Backwards,2,NaN
41,4,E,to,Backwards,2,NaN
42,4,E,to,Backwards,2,0
43,4,E,to,Backwards,2,1
44,4,E,to,Backwards,2,0
45,4,E,to,Backwards,2,NaN
46,4,E,to,Backwards,2,0
47,4,E,to,Backwards,2,NaN
48,4,E,to,Backwards,2,0
49,4,E,to,Backwards,2,NaN
50,4,E,to,Backwards,2,0.333333333333333
51,4,E,to,Backwards,2,0.5
52,4,E,to,Backwards,2,NaN
53,4,E,to,Backwards,2,NaN
54,4,E,to,Backwards,2,NaN
55,4,E,to,Backwards,2,NaN
56,4,E,to,Backwards,2,NaN
57,4,E,to,Backwards,2,NaN
58,4,E,to,Backwards,2,0
59,4,E,to,Backwards,2,NaN
60,4,E,to,Backwards,2,NaN
61,4,E,to,Backwards,2,NaN
62,4,E,to,Backwards,2,NaN
63,4,E,to,Backwards,2,NaN
64,4,E,to,Backwards,2,0
65,4,E,to,Backwards,2,0
66,4,E,to,Backwards,2,0
67,4,E,to,Backwards,2,1
68,4,E,to,Backwards,2,0
69,4,E,to,Backwards,2,0
70,4,E,to,Backwards,2,0
71,4,E,to,Backwards,2,NaN
72,4,E,to,Backwards,2,NaN
73,4,E,to,Backwards,2,0
74,4,E,to,Backwards,2,NaN
75,4,E,to,Backwards,2,NaN
4,6,E,to,Backwards,2,NaN
5,6,E,to,Backwards,2,NaN
6,6,E,to,Backwards,2,1
7,6,E,to,Backwards,2,NaN
9,6,E,to,Backwards,2,1
10,6,E,to,Backwards,2,NaN
11,6,E,to,Backwards,2,0
12,6,E,to,Backwards,2,0
14,6,E,to,Backwards,2,1
15,6,E,to,Backwards,2,NaN
16,6,E,to,Backwards,2,NaN
17,6,E,to,Backwards,2,0
18,6,E,to,Backwards,2,0
19,6,E,to,Backwards,2,NaN
20,6,E,to,Backwards,2,NaN
21,6,E,to,Backwards,2,0
22,6,E,to,Backwards,2,NaN
23,6,E,to,Backwards,2,1
24,6,E,to,Backwards,2,NaN
25,6,E,to,Backwards,2,NaN
26,6,E,to,Backwards,2,0
27,6,E,to,Backwards,2,0.5
28,6,E,to,Backwards,2,NaN
29,6,E,to,Backwards,2,0
30,6,E,to,Backwards,2,NaN
31,6,E,to,Backwards,2,0
32,6,E,to,Backwards,2,NaN
33,6,E,to,Backwards,2,0.5
34,6,E,to,Backwards,2,0.5
35,6,E,to,Backwards,2,NaN
36,6,E,to,Backwards,2,1
37,6,E,to,Backwards,2,0.333333333333333
38,6,E,to,Backwards,2,1
39,6,E,to,Backwards,2,0
40,6,E,to,Backwards,2,1
41,6,E,to,Backwards,2,NaN
42,6,E,to,Backwards,2,0
43,6,E,to,Backwards,2,1
44,6,E,to,Backwards,2,0
45,6,E,to,Backwards,2,0
46,6,E,to,Backwards,2,NaN
47,6,E,to,Backwards,2,1
48,6,E,to,Backwards,2,NaN
49,6,E,to,Backwards,2,1
50,6,E,to,Backwards,2,0
51,6,E,to,Backwards,2,1
52,6,E,to,Backwards,2,NaN
53,6,E,to,Backwards,2,1
54,6,E,to,Backwards,2,0
55,6,E,to,Backwards,2,NaN
56,6,E,to,Backwards,2,0
57,6,E,to,Backwards,2,NaN
58,6,E,to,Backwards,2,NaN
59,6,E,to,Backwards,2,0
60,6,E,to,Backwards,2,0
61,6,E,to,Backwards,2,NaN
62,6,E,to,Backwards,2,NaN
63,6,E,to,Backwards,2,NaN
64,6,E,to,Backwards,2,0
65,6,E,to,Backwards,2,0
66,6,E,to,Backwards,2,0.5
67,6,E,to,Backwards,2,1
68,6,E,to,Backwards,2,NaN
69,6,E,to,Backwards,2,NaN
70,6,E,to,Backwards,2,NaN
71,6,E,to,Backwards,2,NaN
72,6,E,to,Backwards,2,0
73,6,E,to,Backwards,2,1
74,6,E,to,Backwards,2,NaN
75,6,E,to,Backwards,2,0
4,1,E,to,Backwards,1,NaN
5,1,E,to,Backwards,1,1
6,1,E,to,Backwards,1,NaN
7,1,E,to,Backwards,1,NaN
9,1,E,to,Backwards,1,0
10,1,E,to,Backwards,1,NaN
11,1,E,to,Backwards,1,NaN
12,1,E,to,Backwards,1,0
14,1,E,to,Backwards,1,NaN
15,1,E,to,Backwards,1,0
16,1,E,to,Backwards,1,NaN
17,1,E,to,Backwards,1,NaN
18,1,E,to,Backwards,1,NaN
19,1,E,to,Backwards,1,0
20,1,E,to,Backwards,1,NaN
21,1,E,to,Backwards,1,NaN
22,1,E,to,Backwards,1,0
23,1,E,to,Backwards,1,NaN
24,1,E,to,Backwards,1,0
25,1,E,to,Backwards,1,NaN
26,1,E,to,Backwards,1,NaN
27,1,E,to,Backwards,1,0.5
28,1,E,to,Backwards,1,NaN
29,1,E,to,Backwards,1,1
30,1,E,to,Backwards,1,NaN
31,1,E,to,Backwards,1,0.333333333333333
32,1,E,to,Backwards,1,NaN
33,1,E,to,Backwards,1,NaN
34,1,E,to,Backwards,1,NaN
35,1,E,to,Backwards,1,NaN
36,1,E,to,Backwards,1,NaN
37,1,E,to,Backwards,1,NaN
38,1,E,to,Backwards,1,1
39,1,E,to,Backwards,1,0
40,1,E,to,Backwards,1,0
41,1,E,to,Backwards,1,NaN
42,1,E,to,Backwards,1,NaN
43,1,E,to,Backwards,1,1
44,1,E,to,Backwards,1,NaN
45,1,E,to,Backwards,1,NaN
46,1,E,to,Backwards,1,NaN
47,1,E,to,Backwards,1,NaN
48,1,E,to,Backwards,1,NaN
49,1,E,to,Backwards,1,NaN
50,1,E,to,Backwards,1,NaN
51,1,E,to,Backwards,1,NaN
52,1,E,to,Backwards,1,NaN
53,1,E,to,Backwards,1,NaN
54,1,E,to,Backwards,1,0
55,1,E,to,Backwards,1,NaN
56,1,E,to,Backwards,1,NaN
57,1,E,to,Backwards,1,NaN
58,1,E,to,Backwards,1,1
59,1,E,to,Backwards,1,NaN
60,1,E,to,Backwards,1,NaN
61,1,E,to,Backwards,1,NaN
62,1,E,to,Backwards,1,NaN
63,1,E,to,Backwards,1,NaN
64,1,E,to,Backwards,1,NaN
65,1,E,to,Backwards,1,0
66,1,E,to,Backwards,1,NaN
67,1,E,to,Backwards,1,0
68,1,E,to,Backwards,1,NaN
69,1,E,to,Backwards,1,NaN
70,1,E,to,Backwards,1,NaN
71,1,E,to,Backwards,1,NaN
72,1,E,to,Backwards,1,NaN
73,1,E,to,Backwards,1,NaN
74,1,E,to,Backwards,1,NaN
75,1,E,to,Backwards,1,NaN
4,2,E,to,Backwards,1,NaN
5,2,E,to,Backwards,1,NaN
6,2,E,to,Backwards,1,NaN
7,2,E,to,Backwards,1,NaN
9,2,E,to,Backwards,1,NaN
10,2,E,to,Backwards,1,0
11,2,E,to,Backwards,1,1
12,2,E,to,Backwards,1,NaN
14,2,E,to,Backwards,1,0.333333333333333
15,2,E,to,Backwards,1,0
16,2,E,to,Backwards,1,1
17,2,E,to,Backwards,1,NaN
18,2,E,to,Backwards,1,0.5
19,2,E,to,Backwards,1,NaN
20,2,E,to,Backwards,1,NaN
21,2,E,to,Backwards,1,0
22,2,E,to,Backwards,1,NaN
23,2,E,to,Backwards,1,NaN
24,2,E,to,Backwards,1,0.5
25,2,E,to,Backwards,1,1
26,2,E,to,Backwards,1,NaN
27,2,E,to,Backwards,1,NaN
28,2,E,to,Backwards,1,NaN
29,2,E,to,Backwards,1,0
30,2,E,to,Backwards,1,NaN
31,2,E,to,Backwards,1,NaN
32,2,E,to,Backwards,1,1
33,2,E,to,Backwards,1,1
34,2,E,to,Backwards,1,0
35,2,E,to,Backwards,1,NaN
36,2,E,to,Backwards,1,0
37,2,E,to,Backwards,1,0.5
38,2,E,to,Backwards,1,1
39,2,E,to,Backwards,1,1
40,2,E,to,Backwards,1,NaN
41,2,E,to,Backwards,1,0
42,2,E,to,Backwards,1,0
43,2,E,to,Backwards,1,NaN
44,2,E,to,Backwards,1,NaN
45,2,E,to,Backwards,1,0.5
46,2,E,to,Backwards,1,NaN
47,2,E,to,Backwards,1,0.5
48,2,E,to,Backwards,1,0
49,2,E,to,Backwards,1,NaN
50,2,E,to,Backwards,1,NaN
51,2,E,to,Backwards,1,1
52,2,E,to,Backwards,1,NaN
53,2,E,to,Backwards,1,NaN
54,2,E,to,Backwards,1,NaN
55,2,E,to,Backwards,1,0
56,2,E,to,Backwards,1,NaN
57,2,E,to,Backwards,1,0
58,2,E,to,Backwards,1,NaN
59,2,E,to,Backwards,1,0
60,2,E,to,Backwards,1,NaN
